0 0
0 0
0 0
0 0
0.117856819869408 0.314014525130592
0.546042483833492 0.680179738166508
0.749382774547167 0.972045796452833
0.995941414389227 1.24796102461077
1.06075548739480 1.26872854260520
1.07631808312309 1.23703725887691
1.04127938149008 1.28473369050992
1.02355989972739 1.29441863327261
1.03832792506473 1.29832365893527
1.02842592996944 1.30822565403056
1.08039057910912 1.34946274289088
1.05359631701644 1.32390368298356
1.03325341722595 1.31369371677405
1.03325341722595 1.31369371677405
1.03325341722595 1.31369371677405
1.03325341722595 1.31369371677405
1.03666627211057 1.32917083188943
0.891945111471971 1.12909337152803
0.947676283518142 1.12260328648186
0.926763267851206 1.14724488914879
0.999217816422249 1.18022677557775
1.08434829586720 1.27864116213280
1.04176669895214 1.23437354704786
1.04788172445214 1.24048857254786
1.04788172445214 1.24048857254786
1.04788172445214 1.24048857254786
1.06637994926298 1.26768032973702
1.07699973526298 1.27830011573702
0.975907857775207 1.21296576922479
0.968390001953485 1.20371526104651
0.967231123279827 1.20220258772017
0.966667575750571 1.20276613524943
0.98023382764614 1.18919988335386
0.98023382764614 1.18919988335386
