0 0
0 0
0 0
0 0
2.98072950466429 7.01927049533571
3.84613114552245 6.15386885447755
3.42306557276122 4.57693442723877
6.13459835914184 7.86540164085816
2.92306557276122 4.07693442723877
0 2.15386885447755
0 2.15386885447755
0 2.8077377089551
0 3.01927049533571
0 2.59620492257449
3.6922622910449 8.3077377089551
1.34613114552245 3.65386885447755
0 0.865401640858163
0 0
0 0
0 0
0 0
0 1.94084756890238
5.55766393190306 8.44233606809694
4.42306557276123 5.57693442723877
0.134598359141837 1.86540164085816
0 0.288467213619387
0 0
0 0
0 0
0 0
0 0.288467213619387
0 1.44233606809694
0 0.865401640858163
0 0
0 0
0 0
0 0
0 0
